hour,time_days,Q_c_W,Q_e_kW,W_c1_kW,W_c2_kW,W_total_kW,m_dot_1_kg_s,m_dot_2_kg_s,COP
2620,109.16666666666667,78646.42991704479,61.102080703542896,7.40348416890856,10.140865044593363,17.544349213501924,0.05693757025637038,0.0769551311007442,4.482721414170178
2621,109.20833333333333,70446.6032378648,54.73146131198504,6.631582798800133,9.083559127079628,15.71514192587976,0.05100115066137632,0.06893164245967978,4.48272141417018
2622,109.25,57402.56269502989,44.59726934943483,5.403665043864,7.401628301731066,12.805293345595064,0.04155767082868726,0.05616811522626203,4.48272141417018
2623,109.29166666666667,40281.26551212914,31.295370161863257,3.791929421808602,5.1939659284572866,8.985895350265888,0.029162383944592696,0.03941501313739815,4.482721414170179
2624,109.33333333333333,20371.47238100477,15.827029285208278,1.917695099818384,2.626747995978111,4.544443095796495,0.014748312684283534,0.01993338196595814,4.482721414170178
2625,109.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2626,109.41666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2627,109.45833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,109.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2629,109.54166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,109.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2631,109.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2632,109.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2633,109.70833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634,109.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2635,109.79166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2636,109.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2637,109.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2638,109.91666666666667,20607.10531725297,16.010097514780004,1.9398767133388841,2.657131089134084,4.597007802472968,0.014918903604640607,0.020163947593918114,4.482721414170179
2639,109.95833333333333,40403.23809523806,31.390133250595984,3.8034114698690202,5.2096933747730665,9.013104844642086,0.029250688302812654,0.03953436268872228,4.482721414170179
2640,110.0,76613.07353300072,59.54485960554078,7.2044402812383765,9.86377364622155,17.068213927459926,0.05549610668374021,0.07498128677530867,4.488640338034608
2641,110.04166666666667,86987.28121619101,67.60785344624871,8.179996492105115,11.199431277837174,19.37942776994229,0.06301085723212559,0.08513453354493263,4.488640338034607
2642,110.08333333333333,93508.78079729324,72.67646326787475,8.79325676361653,12.03906076580195,20.832317529418482,0.06773482691250816,0.09151713128897238,4.488640338034607
2643,110.125,95733.14285714286,74.40527168734883,9.002428421729636,12.325442748064402,21.327871169794037,0.06934608499789886,0.09369411651891305,4.488640338034607
2644,110.16666666666667,93508.7807972932,72.67646326787474,8.793256763616528,12.039060765801947,20.832317529418475,0.06773482691250815,0.09151713128897235,4.488640338034607
2645,110.20833333333333,86987.28121619101,67.60785344624871,8.179996492105115,11.199431277837174,19.37942776994229,0.06301085723212559,0.08513453354493263,4.488640338034607
2646,110.25,76613.07353300067,59.54485960554076,7.204440281238374,9.863773646221544,17.06821392745992,0.055496106683740186,0.07498128677530863,4.488640338034607
2647,110.29166666666667,63001.66341981116,48.96586222496715,5.924468250594309,8.111332944249702,14.03580119484401,0.045636428264334006,0.061659786957476884,4.488640338034607
2648,110.33333333333333,47172.12541924925,36.66290171969482,4.435910802817221,6.073312896737196,10.509223699554418,0.03417000759847854,0.046167403300143,4.488640338034607
2649,110.375,30203.216386504864,23.47440451655459,2.8402106680156316,3.88860120193464,6.728811869950272,0.021878262305395777,0.02955991614717983,4.488640338034607
2650,110.41666666666667,13251.339429711416,10.29914490491827,1.2461121733571061,1.706082351436038,2.952194524793144,0.009598854513739732,0.012969098302891573,4.488640338034608
2651,110.45833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2652,110.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2653,110.54166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2654,110.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2655,110.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2656,110.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2657,110.70833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2658,110.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2659,110.79166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2660,110.83333333333333,13557.435592850306,10.53704755285275,1.2748964451002367,1.7454915948973173,3.0203880399975542,0.009820580970357116,0.013268674904256516,4.488640338034607
2661,110.875,30453.142857142862,23.668651215186745,2.8637129274783923,3.9207787144777226,6.784491641956115,0.02205930119912509,0.029804519417920252,4.488640338034607
2662,110.91666666666667,47348.8501214354,36.80025487752072,4.452529409856546,6.096065834058125,10.548595243914672,0.03429802142789305,0.046340363931583965,4.488640338034607
2663,110.95833333333333,63093.14285714285,49.03696145126777,5.9330706746040125,8.123110731271062,14.056181405875074,0.045702693098511965,0.06174931796841664,4.488640338034607
2664,111.0,52408.05188135338,40.74782273630725,4.923035240197724,6.737193904848415,11.66022914504614,0.03798379183080246,0.05130265039111702,4.494598796424082
2665,111.04166666666667,63926.47364724851,49.703519265178045,6.005036845472768,8.217917536597689,14.222954382070457,0.04633200014744874,0.06257812321828768,4.494598796424083
2666,111.08333333333333,71167.25627038408,55.33330545657508,6.685211489266211,9.148739324542797,15.833950813809007,0.05157990328401103,0.06966618175390686,4.494598796424082
2667,111.125,73636.9523809524,57.253520685216124,6.917206393645263,9.466225302091004,16.383431695736267,0.05336986531430252,0.0720837865223426,4.494598796424083
2668,111.16666666666667,71167.25627038405,55.333305456575054,6.685211489266207,9.148739324542793,15.833950813809,0.051579903284011006,0.06966618175390683,4.494598796424083
